"명호","단축명호","등록번호","생년월일","산차","검정일","최근분만일","최근건유일","누적착유일수","유량","유지율","유단백질","무지고형분율","체세포수천","mun","x305일유량","x305일유지량","x305일유단백","x305일무지고형분량","성년형유량","성년형유지량","성년형유단백량","성년형무지고형분량","분만난이","가수제코드","가수제일자","농후사료비","농후사료급여량","공태일수","최종수정일자","촤종수정횟수","최종수정정액코드","체점수","분만후첫수정일까지일수","전산차비유지속성","현재산차비유지속성","비유최고도달일수","비유후기최고유량","비유초기평균유지율","비유초기평균단백율","비유초기평균Mun","최고유량체세포","건유전마지막유량","전산차건유전유량"
592,"363",501200370,"2017-06-04",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
313,"372",501216873,"2017-10-16",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
218,"367",501218270,"2017-07-28",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
450,"378",501229837,"2017-11-30",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
304,"376",501229863,"2017-11-03",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
279,"387",501237729,"2018-02-20",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
125,"188",500793060,"2010-05-03",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2011-12-05",3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
330,"237",500956323,"2012-10-16",4,"2018-05-19","2017-11-09",NA,191,40.2,3.02,2.88,8.75,79,11,11758,418,363,1056,11596,409,358,1041,1,81,"2017-11-09",2600,10,82,"2018-01-30",1,NA,NA,83,0,43,43,46.8,3.61,3.12,11,22,68,34.2
237,"280",501033169,"2014-06-01",2,"2018-05-19","2017-10-13",NA,218,35.8,3.2,3.42,9.18,712,9,9738,394,338,903,10135,409,354,954,1,81,"2017-10-13",2600,10,0,NA,NA,NA,NA,NA,0,68.5,34,40.6,4.4,3.4,9,539,118,28
581,"390",501039344,"2014-08-02",2,"2018-05-19","2017-09-26","2018-06-13",235,39.6,4.8,3.06,8.21,42,9.6,11560,407,347,1000,12372,436,374,1088,1,81,"2017-09-26",2600,10,51,"2017-11-16",1,NA,NA,52,57.1,0,24,48.6,2.76,2.85,12,6,61,27.4
174,"395",501053730,"2014-10-23",2,"2018-05-19","2017-09-23",NA,238,34,3.95,3.1,9.02,22,12.4,9898,383,304,862,10694,415,332,949,1,81,"2017-09-23",2600,10,63,"2017-11-25",1,NA,NA,64,71.4,45.2,84,43.4,3.79,2.91,13,186,49,27
494,"294",501059905,"2014-10-22",2,"2018-05-19","2018-03-12",NA,68,40.2,4.3,3.1,9.02,13,9.5,0,0,0,0,0,0,0,0,1,81,"2018-03-12",2600,10,0,"2018-07-09",2,NA,NA,56,91.3,0,35,42.2,4.35,3.06,9,9,85,19
242,"087",500541638,"2006-08-18",8,"2018-05-19","2017-11-11",NA,189,37,3.56,3.14,8.78,481,11.3,10370,433,346,926,10649,436,353,948,1,81,"2017-11-11",2600,10,0,NA,NA,NA,NA,NA,59.5,51.9,66,42.8,3.98,3.3,9,71,62,12.8
502,"239",500956325,"2012-10-19",3,"2018-05-19","2018-03-22",NA,58,53.2,2.93,2.55,8.38,82,13.2,0,0,0,0,0,0,0,0,1,82,"2018-03-22",2600,10,80,"2018-06-10",1,NA,NA,81,84.1,0,84,57,3.01,2.55,11,81,52,29
308,"284",501033177,"2014-06-24",2,"2018-05-19","2017-10-16",NA,215,43.6,3.04,3.14,9.12,42,9.6,11968,428,369,1070,12456,444,387,1130,1,82,"2017-10-16",2600,10,0,"2018-07-17",5,NA,NA,79,99.4,118.2,182,47.8,3.74,2.85,13,37,50,34.2
314,"286",501041350,"2014-07-26",2,"2018-05-19","2017-11-03",NA,197,35.2,3.89,3.35,9.16,133,11.4,10942,454,364,996,11135,465,379,1040,1,82,"2017-11-03",520,2,62,"2018-01-04",1,NA,NA,63,84.9,0,43,47.6,3.94,3.28,12,144,56,24.2
320,"319",501106075,"2015-10-02",1,"2018-05-19","2017-10-19",NA,212,36.4,3.88,3.27,9.19,20,9.5,10253,404,314,881,11164,444,350,984,1,82,"2017-10-19",2600,10,105,"2018-02-01",1,NA,NA,106,0,85.8,238,39.4,3.97,2.83,13,15,0,0
191,"327",501127671,"2016-03-01",1,"2018-05-19","2018-03-07",NA,73,25.4,3.72,3.35,9.58,15,10.5,0,0,0,0,0,0,0,0,1,88,"2018-03-07",2600,10,81,"2018-05-27",1,NA,NA,82,0,0,73,25.4,4.17,3.62,9,15,0,0
322,"282",501033173,"2014-06-21",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
492,"290",501044715,"2014-08-28",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
402,"295",501059906,"2014-10-23",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
292,"333",501144515,"2016-06-10",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-07-03",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
214,"351",501172229,"2016-12-06",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-02-26",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
235,"371",501216872,"2017-10-10",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115,"369",501217227,"2017-09-07",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3,"374",500995745,"2013-11-17",2,"2018-05-19","2016-12-24","2017-11-14",325,0,0,0,0,0,0,9155,348,288,807,9212,354,298,835,1,12,"2017-11-14",520,2,0,"2017-04-10",1,NA,NA,108,85.6,41.8,28,42.3,3.83,3.04,14,25,66,22.4
535,"298",501059811,"2014-11-22",1,"2018-05-19","2016-12-06","2018-04-22",502,0,0,0,0,0,0,8937,364,300,833,9574,399,334,926,1,12,"2018-04-22",520,2,285,"2017-09-17",3,NA,NA,173,0,0,103,34.4,4.49,3.4,6,80,0,0
83,"259",500981875,"2013-08-25",3,"2018-05-19","2018-01-28",NA,111,39.6,3.66,3.08,8.9,14,10.2,9361,369,319,857,9138,362,319,862,1,21,"2018-01-28",2600,10,92,"2018-04-30",2,NA,NA,61,72.6,0,111,39.6,3.86,3.28,9,53,0,11.2
249,"238",500956324,"2012-10-17",4,"2018-05-19","2018-03-12",NA,68,33.2,5.18,2.83,8.8,104,9.6,0,0,0,0,0,0,0,0,1,81,"2018-03-12",2600,10,0,NA,NA,NA,NA,NA,76.4,0,35,42.6,4.75,2.97,9,91,69,21
380,"291",501046080,"2014-09-20",2,"2018-05-19","2017-07-26",NA,297,28,3.73,3.45,9.42,27,8.8,10492,377,337,966,11450,417,374,1086,1,81,"2017-07-26",2600,10,216,"2018-02-27",2,NA,NA,113,91.4,60.3,54,46.4,2.87,3.01,10,21,66,27.6
208,"325",501115604,"2015-12-05",1,"2018-05-19","2018-01-15",NA,124,30,4.03,3.24,9.45,44,10.8,8008,347,254,711,8766,391,287,807,1,81,"2018-01-15",2600,10,142,"2018-06-06",2,NA,NA,119,0,0,150,33.2,4.61,3.13,8,77,0,0
302,"269",501008802,"2013-12-06",3,"2018-05-19","2018-02-03",NA,105,50,2.7,2.99,8.45,134,8.6,13842,466,477,1233,13517,461,484,1254,1,82,"2018-02-03",2600,10,0,NA,NA,NA,NA,NA,0,0,41,60.4,3.43,3.35,7,34,58,27
593,"314",501101060,"2015-08-24",1,"2018-05-19","2017-07-23","2018-06-13",300,26.6,3.9,3.33,9.37,102,9.1,8452,323,257,740,9581,372,297,868,1,82,"2017-07-23",2600,10,111,"2017-11-11",2,NA,NA,70,0,89.3,146,31.8,3.49,3.1,10,56,0,0
283,"329",501134215,"2016-04-10",1,"2018-05-19","2018-04-07",NA,42,28.4,5.42,3.57,9.15,271,11.2,0,0,0,0,0,0,0,0,1,88,"2018-04-07",2600,10,0,"2018-08-05",2,NA,NA,66,0,0,68,30.2,4.45,3.29,11,46,0,0
436,"276",501010771,"2014-02-18",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
238,"285",501041349,"2014-07-25",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
14,"287",501044712,"2014-08-08",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
398,"297",501059908,"2014-11-07",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
70,"337",501150342,"2016-07-07",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-09-04",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
256,"344",501157112,"2016-08-25",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-12-31",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
485,"365",501206928,"2017-06-24",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
379,"374",501229861,"2017-10-22",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
356,"386",501237728,"2018-02-06",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
487,"345",501160486,"2016-09-09",0,"2018-05-19",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,NA,0,0,0,"2017-10-10",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
263,"178",500758655,"2009-10-19",6,"2018-06-14","2017-03-31","2018-05-14",409,0,0,0,0,0,0,9142,325,261,783,8983,323,258,771,1,12,"2018-05-14",520,2,225,"2017-11-11",3,NA,NA,105,43.1,69.3,107,39.2,3.8,2.4,3,21,103,8.5
26,"316",501101062,"2015-09-05",1,"2018-06-14","2017-09-03","2018-06-11",281,0,0,0,0,0,0,7995,393,279,737,9097,451,323,861,1,12,"2018-06-11",520,2,65,"2017-11-07",1,NA,NA,66,0,0,104,31.6,4.61,3.41,10,22,0,0
536,"308",501134244,"2015-05-10",2,"2018-06-14","2018-04-03",NA,72,50,3.17,2.97,8.4,23,8.5,0,0,0,0,0,0,0,0,1,21,"2018-04-03",520,2,0,"2018-08-10",2,NA,NA,45,101.8,0,72,50,3.22,3.09,9,23,0,17.2
558,"189",500793061,"2010-05-13",6,"2018-06-14","2018-04-21",NA,54,46.4,3.81,2.89,8.95,28,7.5,0,0,0,0,0,0,0,0,1,81,"2018-04-21",2600,10,0,NA,NA,NA,NA,NA,61.4,0,54,46.4,3.83,3.05,8,28,67,23
284,"336",501150340,"2016-07-05",1,"2018-06-14","2018-05-08",NA,37,33.4,3.56,2.54,7.98,17,9.7,0,0,0,0,0,0,0,0,1,81,"2018-05-08",2600,10,0,NA,NA,NA,NA,NA,0,0,37,33.4,3.52,2.77,9,17,0,0
517,"244",500956317,"2012-12-20",3,"2018-06-14","2018-02-20",NA,114,28.4,3.14,2.56,7.98,33,10.4,9129,338,272,779,8810,330,269,771,1,82,"2018-02-20",2600,10,0,NA,NA,NA,NA,NA,43.4,0,24,41.2,3.67,2.87,9,35,141,8.2
219,"262",500987010,"2013-09-26",3,"2018-06-14","2017-09-07",NA,280,33.2,3.67,3.1,8.69,253,8,10728,442,352,973,11264,463,369,1030,1,82,"2017-09-07",2600,10,179,"2018-03-05",2,NA,NA,158,73.7,75.1,43,49.6,3.92,3.23,12,41,62,26.4
507,"279",501028139,"2014-05-14",2,"2018-06-14","2017-10-09",NA,248,31,5.21,3.59,9.23,278,10.9,10148,463,367,956,10540,479,384,1007,1,82,"2017-10-09",2600,10,214,"2018-05-11",5,NA,NA,64,0,60.2,38,42,4.02,3.42,13,63,54,20
500,"313",501098029,"2015-08-05",1,"2018-06-14","2017-11-30",NA,196,30.4,2.89,2.7,8.08,112,8.8,9015,322,262,736,9525,345,285,801,1,82,"2017-11-30",2600,10,0,"2018-06-18",4,NA,NA,102,0,0,137,34.8,4.06,3.02,11,135,0,0
484,"256-10",501055271,"2014-08-06",2,"2018-06-14","2018-06-10",NA,4,33.2,4.19,3.46,8.91,233,9.6,0,0,0,0,0,0,0,0,1,82,"2018-06-10",2600,10,0,NA,NA,NA,NA,NA,91.8,0,35,48.6,3.75,2.85,10,37,64,26.8
37,"326",501115606,"2015-12-08",1,"2018-06-14","2017-12-23",NA,173,28.4,3.82,3.04,8.88,76,9.9,8595,355,275,759,9208,389,306,844,1,82,"2017-12-23",2600,10,61,"2018-02-22",1,NA,NA,62,0,0,114,31.2,4.49,3.25,11,78,0,0
156,"258",500974940,"2013-07-04",3,"2018-06-14","2018-01-04",NA,161,37.6,3.49,3.31,9.02,376,8.8,10533,373,367,967,10267,365,366,970,1,85,"2018-01-04",2600,10,143,"2018-05-27",3,NA,NA,52,59.7,0,39,43,3.79,3.34,9,279,35,23
7,"301",501059814,"2014-12-05",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
585,"359",501184511,"2017-03-13",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
151,"364",501200371,"2017-06-04",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
303,"370",501216871,"2017-10-09",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
200,"366",501218269,"2017-07-23",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
524,"383",501229816,"2018-01-06",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
251,"379",501004764,"2014-01-05",2,"2018-06-14","2017-09-03","2018-06-13",283,0,0,0,0,0,0,12346,473,382,1118,13026,499,404,1193,1,12,"2018-06-13",520,2,65,"2017-11-07",1,NA,NA,66,65.5,0,47,48.8,3.73,3.33,12,57,58,23.2
515,"310",501089892,"2015-06-23",1,"2018-06-14","2017-05-06","2018-05-03",362,0,0,0,0,0,0,7937,338,279,749,9001,395,323,878,1,12,"2018-05-03",520,2,146,"2017-09-29",3,NA,NA,99,0,97.6,167,28.6,3.43,3.19,9,24,0,0
465,"223",500907539,"2012-04-16",4,"2018-06-14","2018-01-01",NA,164,50.8,3.64,2.8,8.31,40,11.5,13298,533,393,1135,12851,515,382,1106,1,81,"2018-01-01",2600,10,0,"2018-06-23",2,NA,NA,134,82.4,0,105,56.2,4.2,3.03,11,10,56,31.6
300,"323",501115601,"2015-11-20",1,"2018-06-14","2018-01-08",NA,157,28.8,4.31,3.25,9.27,41,9.9,8284,376,284,762,9002,421,319,860,1,81,"2018-01-08",2600,10,125,"2018-05-13",1,NA,NA,126,0,0,157,28.8,5,3.67,10,41,0,0
460,"180",500768090,"2009-12-17",5,"2018-06-14","2018-05-21",NA,24,33.4,3.92,2.96,8.7,42,9,0,0,0,0,0,0,0,0,1,82,"2018-05-21",2600,10,0,NA,NA,NA,NA,NA,71.4,0,55,34.8,3.94,2.87,10,31,97,11
561,"261",500987009,"2013-09-10",2,"2018-06-14","2017-07-28",NA,321,37.4,3.62,3.12,8.37,24,9.7,12861,470,378,1073,13669,504,406,1167,1,82,"2017-07-28",2600,10,259,"2018-04-13",2,NA,NA,99,87.7,69.1,84,51.8,3.69,2.71,11,50,68,21.8
321,"275",501010770,"2014-01-25",2,"2018-06-14","2017-04-16",NA,424,27.6,3.26,3.11,8.65,167,10.6,11884,415,349,1022,12050,434,364,1077,1,82,"2017-04-16",2600,10,409,"2018-05-30",6,NA,NA,122,81.4,52.5,61,51.8,3.33,2.67,12,7,67,20.2
344,"307",501072333,"2015-03-26",1,"2018-06-14","2017-03-15",NA,456,31.2,3.9,3.21,9.16,17,9.1,10003,408,313,893,10918,459,351,1012,1,82,"2017-03-15",2600,10,340,"2018-02-18",4,NA,NA,99,0,94.5,93,37.2,4.58,2.97,8,20,0,0
46,"270-10",501061293,"2014-10-01",2,"2018-06-14","2018-01-08",NA,157,42.8,3.07,2.93,8.67,20,8.6,10708,391,340,938,10850,402,358,992,1,82,"2018-01-08",2600,10,134,"2018-05-22",2,NA,NA,105,0,0,98,46,4.16,3.17,8,55,57,29.4
421,"230",500932239,"2012-09-16",3,"2018-06-14","2017-06-04","2018-07-13",375,24.8,3.56,3.18,9.17,46,8.7,10842,339,326,973,11139,351,339,1018,1,85,"2017-06-04",2600,10,191,"2017-12-12",2,NA,NA,80,60.8,66.2,42,46.8,3.02,3.06,10,12,101,24.8
17,"331",501134198,"2016-05-03",1,"2018-06-14","2018-03-07",NA,99,34,3.76,3.18,9.05,12,8.6,9948,391,319,882,11020,446,362,1012,1,88,"2018-03-07",2600,10,0,"2018-07-17",3,NA,NA,82,0,0,99,34,4.28,3.39,8,12,0,0
574,"200",500837336,"2010-11-19",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
544,"292",501046081,"2014-09-23",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
72,"299",501059812,"2014-11-24",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
478,"339",501154214,"2016-07-17",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-10-20",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
28,"342",501154216,"2016-07-30",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-10-20",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
289,"361",501190095,"2017-03-31",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-05",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
29,"381",501229815,"2017-12-24",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
445,"384",501229817,"2018-01-08",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
511,"375",501229862,"2017-10-24",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
442,"190",500806323,"2010-06-27",4,"2018-06-14","2017-09-11","2018-06-13",275,0,0,0,0,0,0,11390,442,355,1018,12244,467,369,1065,1,12,"2018-06-13",520,2,60,"2017-11-10",1,NA,NA,61,62,0,96,48.8,4.37,3.08,13,23,63,18.2
312,"241",500956322,"2012-11-14",4,"2018-06-14","2018-06-02",NA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,"2018-06-02",520,2,0,NA,NA,NA,NA,NA,47.5,0,420,0,0,0,0,0,81,9.6
423,"161",500671572,"2008-10-01",7,"2018-06-14","2017-12-21",NA,149,12.4,2.72,3.08,8.68,0,10.9,13318,543,455,1195,13535,548,455,1199,1,82,"2017-12-21",2600,10,176,"2018-06-15",2,NA,NA,136,70.1,0,26,52.8,4.4,3.27,10,18,59,19.2
424,"260",500981876,"2013-08-25",3,"2018-06-14","2017-10-22","2018-07-26",235,38.4,3.79,3.42,9.16,39,10,12244,450,412,1110,12532,458,421,1141,1,82,"2017-10-22",2600,10,59,"2017-12-20",1,NA,NA,60,60.8,66.3,86,50.4,3.08,3.16,13,27,50,26
382,"328",501127672,"2016-03-14",1,"2018-06-14","2018-05-08",NA,37,28,3.97,2.57,8.28,66,9.3,0,0,0,0,0,0,0,0,1,82,"2018-05-08",2600,10,0,NA,NA,NA,NA,NA,0,0,37,28,3.73,2.74,11,66,0,0
531,"337",501150342,"2016-07-07",1,"2018-06-14","2018-06-02",NA,12,15.4,4.56,3.57,9.3,777,6.6,0,0,0,0,0,0,0,0,1,82,"2018-06-02",2600,10,0,NA,NA,NA,NA,NA,0,0,74,24.2,4.31,3.23,7,26,0,0
239,"330",501134199,"2016-04-20",1,"2018-06-14","2018-03-10",NA,96,33.6,3.78,3.02,9.03,63,10.4,9289,351,296,819,10213,397,334,934,1,88,"2018-03-10",2600,10,0,NA,NA,NA,NA,NA,0,0,96,33.6,3.97,3.29,9,63,0,0
189,"224",500907541,"2012-04-26",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
164,"271",501008804,"2013-12-11",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
461,"277",501015132,"2014-03-03",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
234,"281",501033171,"2014-06-10",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
441,"322",501115599,"2015-11-03",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
556,"340",501154574,"2016-07-17",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-10-20",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
206,"352",501178986,"2016-12-21",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-02-27",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
457,"349",501172227,"2016-11-18",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-10",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
396,"362",501195929,"2017-04-16",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-08-05",2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
175,"0379",501229814,"2017-12-21",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
75,"263",500998224,"2013-10-28",2,"2018-06-14","2017-05-18","2018-06-13",391,0,0,0,0,0,0,10244,275,312,886,10494,287,328,939,1,12,"2018-06-13",520,2,174,"2017-11-08",2,NA,NA,98,99.2,76.5,29,45.2,2.13,2.85,9,9,65,27.6
464,"288",501044713,"2014-08-12",1,"2018-06-14","2016-08-16","2018-05-17",639,0,0,0,0,0,0,8559,356,285,768,9718,409,327,893,1,12,"2018-05-17",520,2,453,"2017-11-12",8,NA,NA,87,0,102.9,304,34,3.64,3.01,8,23,0,0
60,"312",501098027,"2015-07-28",1,"2018-06-14","2017-06-08","2018-06-13",370,0,0,0,0,0,0,8844,357,275,801,9989,411,313,923,1,12,"2018-06-13",520,2,155,"2017-11-10",4,NA,NA,66,0,109.5,191,33.2,3.61,2.9,7,117,0,0
415,"253",500956313,"2013-03-21",3,"2018-06-14","2017-08-02","2018-04-17",258,0,0,0,0,0,0,7131,258,235,642,7633,276,251,696,1,12,"2018-04-17",520,2,79,"2017-10-20",2,NA,NA,41,40.4,0,47,35.4,3.5,3.29,8,47,73,9.6
147,"145",500622014,"2007-12-02",7,"2018-06-14","2018-01-05",NA,160,46.8,3.32,2.94,8.64,49,9.5,12770,475,403,1140,12870,480,413,1165,1,21,"2018-01-05",2600,10,132,"2018-05-17",1,NA,NA,133,75,0,70,51.8,3.84,3,9,14,0,20.8
476,"226",500929508,"2012-08-03",3,"2018-06-14","2017-10-25",NA,232,41,3.11,2.72,8.2,173,8.9,13139,457,387,1127,13330,459,388,1132,1,81,"2017-10-25",2600,10,113,"2018-02-15",1,NA,NA,114,62.9,31.7,52,60.6,3.78,2.93,11,121,181,11.8
178,"274",501008807,"2013-12-20",2,"2018-06-14","2017-09-11",NA,276,32.4,3.27,3.32,8.79,335,9.6,12411,466,396,1092,13071,490,418,1162,1,81,"2017-09-11",2600,10,257,"2018-05-26",5,NA,NA,90,70.4,64.8,96,50.6,3.69,3.03,11,56,63,25.4
